transaction_id,amount,transaction_hour,kyc_level,device_change,location_change,past_fraud_count,is_fraud
TXN105641,3474.0,8,3,0,0,0,0
TXN105642,841.24,22,2,0,0,0,0
TXN105643,910.38,18,3,1,0,2,0
TXN105644,1864.4,9,1,0,1,1,1
TXN105645,691.0,19,2,0,0,0,0
TXN105646,103.94,2,2,0,0,3,0
TXN105647,2707.78,10,3,1,0,0,0
TXN105648,2015.13,10,2,0,0,0,0
TXN105649,1788.6,7,2,0,1,1,0
TXN105650,2757.14,9,1,0,1,0,0
TXN105651,2299.28,8,2,0,0,0,0
TXN105652,511.05,9,2,0,1,0,0
TXN105653,919.21,9,1,0,0,0,0
TXN105654,319.6,17,2,0,0,1,0
TXN105655,328.2,4,2,0,0,1,0
TXN105656,2305.23,4,1,0,0,0,0
TXN105657,3962.33,6,2,0,0,0,0
TXN105658,6629.27,19,3,0,0,0,0
TXN105659,2029.59,19,2,0,1,0,0
TXN105660,456.93,7,1,0,1,0,0
TXN105661,273.32,16,1,0,1,1,1
TXN105662,3401.7,5,3,0,0,0,0
TXN105663,1779.09,12,1,0,1,0,0
TXN105664,1976.16,12,1,1,0,0,0
TXN105665,3091.59,12,3,0,0,0,0
TXN105666,2479.91,15,1,0,1,1,1
TXN105667,3647.06,1,2,1,0,0,0
TXN105668,165.71,4,1,0,0,1,1
TXN105669,2802.85,9,3,0,0,1,0
TXN105670,3855.64,9,1,0,1,1,1
TXN105671,724.12,10,3,0,0,0,0
TXN105672,2095.79,19,2,0,0,0,0
TXN105673,804.23,23,1,0,0,0,0
TXN105674,6388.79,8,2,0,1,0,0
TXN105675,117.99,12,1,0,0,0,0
TXN105676,1784.01,12,2,0,0,1,0
TXN105677,414.25,1,3,0,1,0,0
TXN105678,2541.12,4,2,0,0,0,0
TXN105679,436.9,4,1,0,0,0,0
TXN105680,586.76,11,1,0,0,1,0
TXN105681,1413.9,19,1,0,1,0,0
TXN105682,4976.33,7,2,1,1,0,0
TXN105683,525.79,5,1,0,1,0,0
TXN105684,361.53,17,1,0,0,1,0
TXN105685,2895.72,7,1,1,0,0,0
TXN105686,1438.77,20,1,1,0,0,0
TXN105687,4905.96,22,3,0,0,0,0
TXN105688,367.09,19,1,0,0,0,0
TXN105689,2126.51,1,2,0,0,0,0
TXN105690,580.22,9,2,1,0,0,0
TXN105691,391.01,19,1,1,1,0,1
TXN105692,2350.42,5,3,0,1,1,0
TXN105693,1851.25,4,1,0,0,0,0
TXN105694,2861.59,15,3,0,0,0,0
TXN105695,790.57,2,2,0,1,0,0
TXN105696,1238.31,22,2,0,1,0,0
TXN105697,1089.97,3,3,0,0,0,0
TXN105698,8331.55,0,3,0,0,0,0
TXN105699,741.33,13,2,1,0,0,0
TXN105700,748.6,13,2,0,0,1,0
TXN105701,925.61,23,3,1,0,0,0
TXN105702,1712.95,18,1,0,0,0,0
TXN105703,631.57,5,2,0,0,1,0
TXN105704,4987.04,11,1,0,0,0,0
TXN105705,667.64,17,1,0,0,0,0
TXN105706,4573.19,8,3,0,1,0,0
TXN105707,268.46,19,3,0,0,0,0
TXN105708,2187.5,22,3,0,0,0,0
TXN105709,4800.0,12,2,1,0,1,0
TXN105710,419.65,18,1,0,0,0,0
TXN105711,6954.58,12,3,0,0,0,0
TXN105712,1256.19,18,2,0,1,0,0
TXN105713,5877.02,18,1,0,0,0,0
TXN105714,2309.09,20,1,0,1,0,0
TXN105715,767.89,9,3,0,0,0,0
TXN105716,467.26,5,1,0,1,0,0
TXN105717,774.05,2,1,1,0,0,1
TXN105718,245.26,15,1,0,0,1,0
TXN105719,360.66,8,3,0,0,1,0
TXN105720,271.1,16,2,0,0,1,0
TXN105721,1149.63,22,2,0,0,0,0
TXN105722,3225.14,8,1,0,0,1,0
TXN105723,354.87,4,2,1,0,0,0
TXN105724,329.26,18,2,0,0,1,0
TXN105725,2112.44,14,1,0,0,0,0
TXN105726,489.26,9,2,0,0,1,0
TXN105727,255.42,3,1,0,0,0,0
TXN105728,415.08,23,2,0,0,0,0
TXN105729,5196.99,11,1,0,1,0,1
TXN105730,3496.01,13,2,1,0,0,0
TXN105731,924.11,14,3,0,0,0,0
TXN105732,2183.19,18,1,1,0,0,0
TXN105733,1591.25,4,2,0,0,0,0
TXN105734,2310.98,11,2,1,0,0,0
TXN105735,2345.63,2,1,0,0,0,0
TXN105736,2031.67,14,3,1,0,0,0
TXN105737,668.77,14,2,1,0,0,0
TXN105738,129.58,11,2,0,1,1,0
TXN105739,1266.02,14,1,0,0,0,0
TXN105740,4482.34,5,3,0,0,0,0
TXN105741,1735.6,16,3,0,0,0,0
TXN105742,3622.24,22,2,0,0,0,0
TXN105743,9614.85,14,2,0,1,0,0
TXN105744,407.34,14,1,0,0,0,0
TXN105745,2403.87,10,1,0,1,0,0
TXN105746,2293.52,21,2,1,0,0,0
TXN105747,7869.6,11,2,0,0,0,0
TXN105748,8531.16,21,2,1,0,0,0
TXN105749,2371.05,18,2,0,0,3,0
TXN105750,608.41,0,3,1,0,0,0
TXN105751,3254.49,15,1,0,0,0,0
TXN105752,276.4,10,2,1,0,1,0
TXN105753,3084.62,0,1,0,0,0,0
TXN105754,4870.25,22,2,1,0,0,0
TXN105755,1015.23,3,1,1,1,1,1
TXN105756,2041.94,5,1,0,1,1,1
TXN105757,1174.74,3,1,0,1,0,1
TXN105758,1201.67,23,2,0,1,0,0
TXN105759,793.2,1,2,0,1,0,0
TXN105760,2922.06,16,1,0,0,0,0
TXN105761,5553.27,0,3,0,0,0,0
TXN105762,5702.01,12,3,0,1,1,1
TXN105763,434.21,11,1,1,0,0,0
TXN105764,4204.79,22,1,0,0,1,0
TXN105765,2724.49,1,2,0,0,1,0
TXN105766,632.94,18,3,1,1,0,0
TXN105767,189.31,11,2,1,0,1,0
TXN105768,673.94,3,3,1,1,0,0
TXN105769,4915.58,17,3,0,1,0,0
TXN105770,2055.76,1,1,0,1,0,1
TXN105771,2603.48,0,2,0,1,0,0
TXN105772,644.53,23,2,1,0,0,0
TXN105773,2591.57,12,1,0,0,0,0
TXN105774,107.05,23,3,0,1,0,0
TXN105775,991.04,4,3,0,1,0,0
TXN105776,2021.03,18,1,1,0,0,0
TXN105777,365.87,0,1,0,1,0,1
TXN105778,3513.25,1,1,1,1,0,1
TXN105779,585.84,13,2,0,1,0,0
TXN105780,2162.72,8,1,0,1,0,0
TXN105781,1089.05,7,2,0,1,0,0
TXN105782,1862.9,10,2,0,0,0,0
TXN105783,277.35,3,2,1,0,0,0
TXN105784,84.11,2,2,0,0,1,0
TXN105785,4856.24,4,3,0,0,0,0
TXN105786,678.41,23,2,0,0,0,0
TXN105787,3476.01,13,2,0,0,0,0
TXN105788,14728.0,9,2,0,0,0,0
TXN105789,525.07,5,1,0,0,1,0
TXN105790,666.23,9,2,0,0,0,0
TXN105791,2224.51,10,1,1,0,0,0
TXN105792,6780.62,19,3,0,0,0,0
TXN105793,4999.46,7,2,1,0,0,0
TXN105794,1447.83,3,2,0,0,0,0
TXN105795,3220.57,20,1,0,0,0,0
TXN105796,341.78,17,2,0,0,0,0
TXN105797,7632.99,19,2,0,1,2,1
TXN105798,6718.19,13,1,0,1,1,1
TXN105799,407.61,2,2,0,0,0,0
TXN105800,761.7,11,2,0,0,2,0
TXN105801,261.07,14,3,0,0,0,0
TXN105802,684.13,23,3,0,0,0,0
TXN105803,3435.16,7,2,0,0,0,0
TXN105804,1000.65,13,1,0,0,1,0
TXN105805,235.1,22,3,0,0,1,0
TXN105806,887.79,5,1,0,0,0,0
TXN105807,8017.4,13,1,0,1,0,1
TXN105808,2036.79,3,2,0,1,2,1
TXN105809,1126.26,19,3,0,1,0,0
TXN105810,414.34,5,1,0,0,0,0
TXN105811,8612.81,15,1,0,1,0,1
TXN105812,3489.05,16,2,0,1,0,0
TXN105813,711.12,1,1,1,0,0,1
TXN105814,195.29,17,2,1,1,0,0
TXN105815,166.58,12,1,0,1,0,0
TXN105816,306.53,19,2,0,1,1,0
TXN105817,1788.66,15,2,0,0,0,0
TXN105818,5333.5,20,2,1,0,0,0
TXN105819,1423.31,12,2,1,0,0,0
TXN105820,3752.32,13,1,0,1,0,0
TXN105821,1230.77,17,1,0,0,0,0
TXN105822,2516.0,7,2,0,0,0,0
TXN105823,2682.59,4,2,1,0,0,0
TXN105824,432.23,23,3,0,0,0,0
TXN105825,946.38,8,2,1,0,0,0
TXN105826,2078.37,14,3,0,0,0,0
TXN105827,196.64,8,1,0,0,0,0
TXN105828,947.39,19,3,0,0,1,0
TXN105829,1580.57,9,1,0,0,0,0
TXN105830,11208.44,17,2,0,0,0,0
TXN105831,1336.94,13,3,0,1,0,0
TXN105832,3436.26,17,2,0,0,0,0
TXN105833,1181.5,15,3,0,0,1,0
TXN105834,3233.1,4,2,1,0,1,1
TXN105835,1859.79,9,3,0,1,0,0
TXN105836,4403.59,19,3,0,1,2,0
TXN105837,1108.46,5,2,0,0,0,0
TXN105838,1904.22,8,1,0,0,1,0
TXN105839,2038.61,22,1,0,0,0,0
TXN105840,1130.45,15,1,0,1,0,0
TXN105841,361.7,10,2,0,1,1,0
TXN105842,246.46,19,2,0,1,1,0
TXN105843,83.62,22,2,0,0,0,0
TXN105844,4185.57,17,1,0,0,0,0
TXN105845,589.62,4,3,0,0,1,0
TXN105846,525.26,8,2,0,1,0,0
TXN105847,2713.88,10,1,1,0,1,1
TXN105848,821.37,8,1,0,1,0,0
TXN105849,1460.62,3,2,1,0,0,0
TXN105850,404.69,7,3,1,0,0,0
TXN105851,6475.08,4,2,1,0,0,1
TXN105852,3865.44,2,1,1,0,0,1
TXN105853,4037.11,21,3,0,1,1,0
TXN105854,1094.36,3,3,0,0,1,0
TXN105855,2924.01,15,2,0,0,1,0
TXN105856,360.68,12,3,0,1,1,0
TXN105857,67.31,2,3,0,0,0,0
TXN105858,90.35,3,2,1,0,1,1
TXN105859,1816.69,0,2,1,0,0,0
TXN105860,1265.39,7,3,1,0,0,0
TXN105861,1509.69,8,2,0,0,0,0
TXN105862,64.98,21,3,1,0,0,0
TXN105863,1148.74,4,1,0,0,1,1
TXN105864,2582.18,11,2,1,1,0,0
TXN105865,1219.28,8,3,1,1,1,1
TXN105866,2685.17,3,3,0,0,1,0
TXN105867,580.59,16,3,1,1,1,1
TXN105868,3404.81,11,2,0,0,0,0
TXN105869,1825.56,12,3,0,1,0,0
TXN105870,523.38,10,2,1,0,1,0
TXN105871,590.26,22,3,0,1,0,0
TXN105872,2027.89,16,1,0,1,0,0
TXN105873,3593.2,14,2,0,0,1,0
TXN105874,1124.43,8,2,0,1,1,0
TXN105875,647.62,3,1,0,0,0,0
TXN105876,4084.99,11,3,0,0,0,0
TXN105877,2262.9,2,1,0,1,0,1
TXN105878,1238.72,19,2,0,0,1,0
TXN105879,1388.47,16,3,0,1,0,0
TXN105880,506.96,21,2,0,1,2,0
TXN105881,2021.3,6,3,1,0,0,0
TXN105882,938.65,6,1,0,0,1,0
TXN105883,10922.94,20,1,0,1,1,1
TXN105884,1358.56,11,1,1,0,0,0
TXN105885,1380.62,20,1,0,0,0,0
TXN105886,1718.74,21,3,0,0,0,0
TXN105887,5021.96,9,1,1,0,0,1
TXN105888,3277.07,7,1,0,1,1,1
TXN105889,1249.79,8,1,0,0,0,0
TXN105890,2586.66,13,2,0,0,1,0
TXN105891,1814.92,5,2,0,0,1,0
TXN105892,1405.99,18,3,0,1,0,0
TXN105893,477.17,21,2,0,0,0,0
TXN105894,1297.0,14,1,0,0,0,0
TXN105895,614.24,19,2,0,1,0,0
TXN105896,4976.5,19,3,0,0,0,0
TXN105897,867.16,6,3,0,0,0,0
TXN105898,6134.14,21,3,0,0,0,0
TXN105899,1573.09,23,2,0,0,0,0
TXN105900,2046.87,7,2,0,0,0,0
TXN105901,1615.88,2,1,0,0,0,0
TXN105902,327.1,10,1,0,0,1,0
TXN105903,992.64,3,1,0,0,0,0
TXN105904,258.82,1,1,0,1,0,1
TXN105905,2000.78,0,3,0,0,0,0
TXN105906,1234.34,6,2,0,0,0,0
TXN105907,3060.02,23,3,0,0,0,0
TXN105908,548.13,11,1,0,0,0,0
TXN105909,409.61,7,3,0,0,2,0
TXN105910,1092.87,12,3,0,0,0,0
TXN105911,5273.26,5,1,1,0,1,1
TXN105912,2528.66,6,1,0,1,0,0
TXN105913,1135.75,23,3,0,0,0,0
TXN105914,1506.6,19,2,0,0,0,0
TXN105915,225.94,23,1,0,0,0,0
TXN105916,8393.65,5,1,0,0,0,0
TXN105917,2245.67,11,3,0,0,1,0
TXN105918,722.08,6,1,0,1,0,0
TXN105919,1812.85,9,3,0,1,0,0
TXN105920,281.9,6,2,1,0,1,0
TXN105921,6803.2,23,2,0,0,0,0
TXN105922,434.22,14,2,0,1,0,0
TXN105923,2138.42,20,1,1,1,0,1
TXN105924,613.28,1,2,0,0,1,0
TXN105925,2578.59,7,3,1,0,0,0
TXN105926,3049.57,16,1,0,0,0,0
TXN105927,2288.16,15,1,0,0,1,0
TXN105928,1956.43,12,3,0,0,0,0
TXN105929,4509.95,17,2,0,1,0,0
TXN105930,213.78,20,3,0,1,0,0
TXN105931,853.69,3,1,0,1,0,1
TXN105932,620.8,11,2,0,0,0,0
TXN105933,8898.03,10,3,1,0,0,0
TXN105934,1036.59,1,1,0,0,0,0
TXN105935,2688.11,19,1,0,1,0,0
TXN105936,2358.62,22,2,0,1,2,0
TXN105937,526.72,20,3,0,0,1,0
TXN105938,596.24,15,2,0,0,0,0
TXN105939,710.58,12,3,1,0,1,0
TXN105940,1109.09,3,1,0,1,1,1
TXN105941,584.0,1,1,0,0,1,1
TXN105942,89.69,17,1,0,1,0,0
TXN105943,4280.44,0,3,1,0,0,0
TXN105944,6789.97,21,2,0,0,0,0
TXN105945,885.8,5,1,1,1,0,1
TXN105946,876.51,19,2,0,1,0,0
TXN105947,64.23,19,3,0,0,0,0
TXN105948,2330.44,18,2,0,0,0,0
TXN105949,3540.97,9,2,0,1,0,0
TXN105950,367.07,8,2,0,1,3,0
TXN105951,397.91,16,3,0,0,0,0
TXN105952,3172.09,14,3,0,0,0,0
TXN105953,1965.74,1,2,0,0,0,0
TXN105954,141.8,16,2,0,0,0,0
TXN105955,1998.62,6,3,0,0,0,0
TXN105956,788.99,15,3,0,0,0,0
TXN105957,970.03,16,1,1,0,2,1
TXN105958,2987.02,0,2,0,1,0,0
TXN105959,3381.33,21,1,0,1,0,0
TXN105960,1072.84,21,1,0,0,0,0
TXN105961,5930.71,15,2,0,0,0,0
TXN105962,1093.31,20,3,1,0,0,0
TXN105963,3005.38,3,3,1,0,0,0
TXN105964,1372.82,15,1,0,1,0,0
TXN105965,4606.42,23,1,0,0,0,0
TXN105966,4816.75,2,2,1,0,0,0
TXN105967,232.95,0,2,0,0,0,0
TXN105968,5563.22,16,2,0,0,0,0
TXN105969,3542.06,4,2,0,1,0,0
TXN105970,3183.82,2,2,0,0,1,0
TXN105971,498.57,18,2,0,0,0,0
TXN105972,3320.73,10,1,0,0,0,0
TXN105973,3846.01,14,1,0,0,0,0
TXN105974,732.59,1,1,0,0,0,0
TXN105975,6133.97,21,1,0,0,0,0
TXN105976,152.29,6,3,0,0,0,0
TXN105977,374.82,17,1,1,0,0,0
TXN105978,1592.57,0,1,1,1,0,1
TXN105979,1765.06,7,3,0,0,0,0
TXN105980,2122.12,15,3,0,0,0,0
TXN105981,84.23,14,1,0,0,1,0
TXN105982,6506.17,3,3,1,1,1,1
TXN105983,141.23,12,1,1,0,0,0
TXN105984,358.78,11,2,0,0,1,0
TXN105985,78.23,8,2,0,1,0,0
TXN105986,1723.38,12,2,0,1,0,0
TXN105987,5434.36,10,3,0,0,0,0
TXN105988,2242.91,11,1,0,1,2,1
TXN105989,3509.34,3,2,0,0,0,0
TXN105990,76.74,2,2,1,1,0,0
TXN105991,1611.84,4,3,1,0,0,0
TXN105992,1280.75,5,1,1,0,0,0
TXN105993,1432.17,3,2,0,1,0,0
TXN105994,199.91,0,2,0,0,1,0
TXN105995,2356.78,22,2,0,0,0,0
TXN105996,1449.22,4,2,0,0,0,0
TXN105997,2947.61,1,3,0,0,0,0
TXN105998,1378.31,13,1,0,1,1,1
TXN105999,373.58,10,3,1,0,0,0
TXN106000,2139.71,8,2,0,0,1,0
TXN106001,428.42,7,2,0,0,0,0
TXN106002,4167.62,6,3,0,1,1,0
TXN106003,1949.26,14,2,0,1,1,0
TXN106004,392.06,8,3,0,1,1,0
TXN106005,6608.21,9,1,0,0,0,0
TXN106006,1511.14,17,2,1,1,0,0
TXN106007,201.38,18,2,1,0,0,0
TXN106008,2021.46,21,2,1,1,0,0
TXN106009,633.91,1,1,1,0,0,1
TXN106010,3306.16,21,2,0,0,1,0
TXN106011,3455.54,13,2,0,0,1,0
TXN106012,7771.46,20,3,0,1,0,0
TXN106013,1443.79,9,2,1,1,0,0
TXN106014,1263.78,4,2,0,0,0,0
TXN106015,2850.59,4,2,0,0,0,0
TXN106016,334.21,1,2,0,0,0,0
TXN106017,1633.35,21,1,0,1,0,0
TXN106018,1630.41,12,1,0,0,0,0
TXN106019,237.46,6,3,0,0,2,0
TXN106020,1132.51,20,3,0,0,0,0
TXN106021,3888.52,14,3,0,0,0,0
TXN106022,3928.02,20,2,0,0,0,0
TXN106023,259.03,14,3,0,1,0,0
TXN106024,240.21,5,2,0,0,0,0
TXN106025,659.51,6,2,0,0,0,0
TXN106026,4205.14,3,3,0,1,1,1
TXN106027,326.0,3,1,1,0,0,1
TXN106028,2595.91,0,1,0,0,0,0
TXN106029,263.31,10,2,0,0,1,0
TXN106030,2001.75,4,1,1,0,0,1
TXN106031,930.32,1,2,1,0,0,0
TXN106032,3160.98,4,3,1,0,0,0
TXN106033,582.34,4,1,1,1,0,1
TXN106034,2088.87,19,2,0,1,0,0
TXN106035,587.54,12,3,0,0,0,0
TXN106036,2551.15,11,1,1,1,1,1
TXN106037,4187.84,9,1,0,0,0,0
TXN106038,321.19,12,3,0,1,0,0
TXN106039,4078.74,8,3,0,1,0,0
TXN106040,1850.71,4,2,0,0,0,0
TXN106041,321.89,5,1,1,0,0,0
TXN106042,1165.63,16,2,0,0,0,0
TXN106043,400.76,4,3,0,0,1,0
TXN106044,2460.27,10,2,0,1,0,0
TXN106045,2894.82,5,1,0,0,0,0
TXN106046,273.64,8,1,0,0,0,0
TXN106047,1461.01,11,3,1,0,1,0
TXN106048,3420.75,3,1,0,0,1,1
TXN106049,5552.85,17,3,0,1,0,0
TXN106050,1491.11,14,1,0,0,0,0
TXN106051,6052.66,3,1,1,1,1,1
TXN106052,1584.4,13,2,0,0,0,0
TXN106053,1052.38,17,1,0,0,0,0
TXN106054,3820.42,16,3,0,0,0,0
TXN106055,1408.42,1,1,0,0,1,1
TXN106056,1326.95,20,2,0,0,0,0
TXN106057,1397.91,18,2,1,1,2,1
TXN106058,3801.83,21,1,1,0,0,0
TXN106059,3616.89,13,3,0,0,0,0
TXN106060,1083.42,3,3,0,0,1,0
TXN106061,860.83,1,3,0,0,0,0
TXN106062,1404.26,12,2,0,0,0,0
TXN106063,1750.88,6,3,0,0,0,0
TXN106064,594.5,21,3,0,1,0,0
TXN106065,3209.32,7,2,1,0,0,0
TXN106066,1382.94,9,1,0,1,0,0
TXN106067,863.07,20,1,0,1,0,0
TXN106068,275.94,2,3,0,0,0,0
TXN106069,595.84,3,3,0,0,1,0
TXN106070,6012.92,20,2,0,0,0,0
TXN106071,777.97,20,2,0,0,0,0
TXN106072,419.91,5,2,0,0,0,0
TXN106073,1284.87,19,2,0,1,0,0
TXN106074,783.7,6,2,1,0,0,0
TXN106075,121.58,6,3,0,1,0,0
TXN106076,830.6,21,1,1,1,1,1
TXN106077,1621.0,16,1,0,0,0,0
TXN106078,1654.64,5,1,0,0,0,0
TXN106079,931.85,18,2,0,1,0,0
TXN106080,1235.89,17,3,0,0,1,0
TXN106081,6784.63,11,2,0,0,0,0
TXN106082,997.54,18,2,0,1,0,0
TXN106083,647.42,10,1,0,0,0,0
TXN106084,608.02,16,1,0,0,1,0
TXN106085,1274.11,2,3,0,0,1,0
TXN106086,2900.24,14,1,1,0,0,0
TXN106087,511.31,4,3,0,1,0,0
TXN106088,2520.9,3,3,1,1,1,1
TXN106089,92.75,0,3,1,0,0,0
TXN106090,1135.78,20,2,0,0,0,0
TXN106091,3041.01,2,1,0,1,0,1
TXN106092,877.2,9,2,0,0,1,0
TXN106093,1709.02,12,1,0,1,0,0
TXN106094,508.77,6,2,0,0,0,0
TXN106095,2759.56,13,2,0,0,0,0
TXN106096,157.39,12,3,0,0,0,0
TXN106097,3878.43,23,1,0,1,0,0
TXN106098,491.78,20,2,0,1,0,0
TXN106099,4199.27,23,1,0,1,0,0
TXN106100,919.36,21,3,1,0,0,0
TXN106101,2615.19,21,3,1,0,0,0
TXN106102,819.05,4,2,1,1,0,0
TXN106103,4777.04,10,3,1,0,1,0
TXN106104,320.81,21,3,0,1,1,0
TXN106105,443.29,13,3,0,0,2,0
TXN106106,1408.61,0,3,0,0,0,0
TXN106107,220.98,23,3,0,0,0,0
TXN106108,486.26,4,2,1,1,2,1
TXN106109,5806.48,23,3,0,0,0,0
TXN106110,7550.63,2,2,1,0,0,1
TXN106111,994.04,21,1,0,0,1,0
TXN106112,5185.34,0,1,1,0,0,1
TXN106113,1624.15,16,2,0,1,0,0
TXN106114,678.72,19,1,0,0,0,0
TXN106115,2474.0,11,1,0,0,0,0
TXN106116,2201.17,12,2,0,1,0,0
TXN106117,9092.64,5,2,0,0,0,0
TXN106118,665.9,2,3,0,0,1,0
TXN106119,2279.85,10,2,1,0,0,0
TXN106120,156.85,10,3,0,0,0,0
TXN106121,291.28,20,2,0,0,1,0
TXN106122,57.85,9,2,0,1,0,0
TXN106123,15100.41,10,1,0,0,0,0
TXN106124,3291.74,15,1,1,0,1,1
TXN106125,3140.33,19,3,0,0,1,0
TXN106126,1475.58,9,1,0,1,0,0
TXN106127,763.54,11,1,0,0,2,0
TXN106128,378.01,18,3,0,0,0,0
TXN106129,720.04,8,2,1,0,0,0
TXN106130,993.12,3,2,1,1,0,0
TXN106131,2873.72,14,3,0,0,1,0
TXN106132,1601.59,22,2,0,0,0,0
TXN106133,211.3,20,3,1,0,0,0
TXN106134,86.39,6,2,0,0,0,0
TXN106135,265.91,4,1,0,1,1,1
TXN106136,1106.96,18,3,0,1,1,0
TXN106137,5461.89,21,2,0,0,0,0
TXN106138,2078.92,14,1,0,0,0,0
TXN106139,3287.22,5,3,0,0,0,0
TXN106140,1306.12,19,3,0,1,1,0
TXN106141,947.79,14,1,1,0,1,1
TXN106142,279.48,16,3,1,0,0,0
TXN106143,4223.87,18,3,0,0,0,0
TXN106144,3107.19,2,2,0,1,1,1
TXN106145,418.13,17,2,1,1,1,1
TXN106146,1485.95,9,2,0,1,0,0
TXN106147,1386.42,14,2,0,0,0,0
TXN106148,2012.15,17,2,0,0,0,0
TXN106149,5894.48,23,2,0,0,0,0
TXN106150,1783.91,14,3,0,0,0,0
TXN106151,1604.0,23,1,0,1,0,0
TXN106152,153.27,18,3,0,1,0,0
TXN106153,179.95,19,3,0,1,0,0
TXN106154,464.9,4,3,0,1,0,0
TXN106155,116.02,10,2,0,0,1,0
TXN106156,2770.11,8,1,0,1,0,0
TXN106157,2619.86,4,2,0,0,0,0
TXN106158,342.5,10,3,1,0,0,0
TXN106159,3666.74,21,2,0,1,0,0
TXN106160,386.33,6,1,1,0,0,0
TXN106161,766.71,1,1,0,0,0,0
TXN106162,622.64,19,1,1,0,0,0
TXN106163,981.41,21,2,0,0,0,0
TXN106164,637.84,19,3,1,0,0,0
TXN106165,1392.58,20,3,0,1,0,0
TXN106166,1096.5,18,1,0,1,0,0
TXN106167,8670.45,17,3,0,0,0,0
TXN106168,165.1,15,2,0,0,0,0
TXN106169,356.73,0,2,1,1,0,0
TXN106170,158.54,2,2,0,0,0,0
TXN106171,2016.15,8,2,0,0,0,0
TXN106172,162.1,16,3,0,0,1,0
TXN106173,3671.15,7,3,1,1,0,0
TXN106174,1484.63,20,1,0,0,0,0
TXN106175,1547.35,15,1,0,0,0,0
TXN106176,1699.22,11,1,0,0,0,0
TXN106177,424.62,3,2,0,0,0,0
TXN106178,490.52,4,3,1,0,1,1
TXN106179,817.85,6,3,0,0,0,0
TXN106180,1850.33,23,2,0,0,0,0
TXN106181,521.74,17,2,1,1,1,1
TXN106182,297.35,21,2,1,0,0,0
TXN106183,7070.92,19,1,0,0,0,0
TXN106184,94.45,13,1,0,1,0,0
TXN106185,3296.03,7,1,1,1,1,1
TXN106186,3152.67,12,1,0,1,1,1
TXN106187,755.41,3,3,0,0,0,0
TXN106188,341.5,11,1,0,0,0,0
TXN106189,364.78,2,3,0,0,1,0
TXN106190,2440.9,4,3,0,0,0,0
TXN106191,2108.96,3,1,0,0,0,0
TXN106192,3103.37,14,1,0,1,1,1
TXN106193,5594.58,4,1,0,0,0,1
TXN106194,2404.84,8,1,0,0,0,0
TXN106195,388.85,13,3,0,0,1,0
TXN106196,607.95,15,3,1,0,0,0
TXN106197,3742.77,2,2,1,0,0,0
TXN106198,519.69,14,3,0,0,0,0
TXN106199,200.57,17,2,0,1,0,0
TXN106200,2479.93,17,2,1,0,0,0
TXN106201,1080.09,13,2,0,0,1,0
TXN106202,5102.46,6,3,1,0,0,0
TXN106203,2151.1,19,3,0,1,0,0
TXN106204,239.54,5,3,1,0,1,0
TXN106205,5957.51,15,3,1,1,0,1
TXN106206,648.31,21,2,0,1,0,0
TXN106207,872.6,18,1,0,0,1,0
TXN106208,1079.2,8,1,1,0,0,0
TXN106209,155.17,19,1,0,1,0,0
TXN106210,1422.4,0,1,0,0,0,0
TXN106211,313.22,17,2,0,0,1,0
TXN106212,1074.89,20,3,0,0,0,0
TXN106213,913.75,13,1,0,0,0,0
TXN106214,3014.2,13,2,0,0,0,0
TXN106215,3300.83,7,3,0,0,0,0
TXN106216,383.08,22,3,0,0,1,0
TXN106217,963.15,16,1,0,1,0,0
TXN106218,984.74,17,1,0,0,0,0
TXN106219,378.36,14,2,0,0,0,0
TXN106220,3253.47,9,3,0,0,0,0
TXN106221,2506.72,19,3,0,0,0,0
TXN106222,472.38,15,2,0,0,0,0
TXN106223,963.69,6,2,0,1,0,0
TXN106224,273.66,16,1,1,0,0,0
TXN106225,2028.83,4,2,0,0,0,0
TXN106226,308.79,17,2,0,0,0,0
TXN106227,8578.01,13,2,0,0,0,0
TXN106228,3084.47,17,2,0,0,0,0
TXN106229,1039.37,17,1,1,0,0,0
TXN106230,1778.17,14,3,0,0,1,0
TXN106231,4895.93,10,3,0,0,0,0
TXN106232,1665.32,4,2,0,1,0,0
TXN106233,433.53,15,1,0,0,2,0
TXN106234,1001.89,7,2,0,0,1,0
TXN106235,3754.87,12,1,0,0,0,0
TXN106236,2116.85,21,2,0,0,0,0
TXN106237,2153.79,16,2,0,0,0,0
TXN106238,4082.13,8,2,0,0,0,0
TXN106239,4538.12,14,1,1,0,0,0
TXN106240,5096.28,6,3,1,1,1,1
TXN106241,249.31,17,2,0,1,0,0
TXN106242,1621.08,13,3,1,1,0,0
TXN106243,2748.07,7,3,0,0,0,0
TXN106244,2878.79,1,2,0,1,1,1
TXN106245,1916.45,17,3,0,0,1,0
TXN106246,414.93,3,2,0,0,0,0
TXN106247,3243.25,23,3,0,0,0,0
TXN106248,2596.73,22,3,0,1,1,0
TXN106249,230.15,1,1,0,0,0,0
TXN106250,1296.53,9,3,0,0,0,0
TXN106251,432.27,5,2,0,0,1,0
TXN106252,873.4,10,2,0,0,0,0
TXN106253,86.49,19,3,0,0,0,0
TXN106254,1072.75,9,1,1,1,0,1
TXN106255,1646.47,16,3,0,1,0,0
TXN106256,1982.97,23,1,0,0,0,0
TXN106257,2228.26,7,1,0,0,0,0
